shipment_id,dispatch_date,warehouse_id,destination_city,courier_partner,distance_km,weight_kg,items_count,order_value_inr,promised_days,dispatch_hour,is_weekend_dispatch,is_festival_week,rainfall_mm,customer_prior_late_deliveries,customer_segment,payment_method,actual_delivery_days,delivery_note,is_late
SHP003743,2024-01-07,WH-PUN,Mohali,IndiaPost Express,1946.1,1.89,3,3953.89,5,9,1,0,0.0,1,Retail,COD,5,,0
SHP007852,2024-01-02,WH-PUN,Patna,BlueDart Lite,327.7,0.93,2,1167.33,3,19,0,0,3.9,1,Retail,Card,3,Delivered on time,0
SHP000998,2024-03-10,WH-PUN,Pune,BlueDart Lite,48.2,3.48,5,2598.72,3,10,1,0,0.0,0,Wholesale,UPI,2,,0
SHP006155,2024-06-21,WH-DEL,Gurugram,CityRunner,1423.9,3.49,1,899.22,5,16,0,0,0.0,1,Business,Wallet,5,,0
SHP007722,2024-08-08,WH-CHD,Pune,IndiaPost Express,1676.9,6.33,2,556.22,3,19,0,0,7.3,0,Wholesale,Card,4,Reattempt scheduled,1
SHP006423,2024-05-16,WH-PUN,Delhi,ValueShip,724.9,,3,2201.38,2,14,0,0,0.0,0,Retail,Netbanking,1,Delivered on time,0
SHP008379,2024-05-02,WH-BLR,Jaipur,SwiftEx,1728.3,2.91,1,1362.08,3,17,0,0,0.0,0,Retail,Wallet,3,,0
SHP005453,2024-04-24,WH-DEL,Delhi,BlueDart Lite,54.3,1.92,4,2391.21,2,16,0,0,0.0,0,Retail,Card,2,Left with guard,0
SHP005654,2024-01-27,WH-BLR,Mohali,SwiftEx,1645.4,,1,970.37,3,16,1,0,0.0,0,Business,UPI,3,Left with guard,0
SHP003480,2024-08-12,WH-CHD,Guwahati,CityRunner,2213.5,2.02,3,,3,12,0,0,5.5,0,Retail,COD,5,,1
SHP007595,2024-09-25,WH-BLR,Lucknow,SwiftEx,2449.8,4.79,2,2247.89,5,8,0,0,0.0,0,Business,COD,4,Delivered on time,0
SHP004530,2024-06-16,WH-BLR,Indore,CityRunner,1776.2,2.58,3,2883.87,3,14,1,0,0.0,1,Retail,UPI,6,,1
SHP003847,2024-07-27,WH-CHD,Pune,CityRunner,1692.4,,4,804.92,4,13,1,0,0.1,0,Wholesale,UPI,4,Delivered on time,0
SHP005557,2024-03-02,WH-PUN,Guwahati,CityRunner,575.6,1.43,5,6719.11,3,15,1,0,0.0,0,Business,Netbanking,2,,0
SHP007664,2024-04-09,WH-PUN,Gurugram,CityRunner,999.7,3.89,1,279.06,3,11,0,0,0.0,0,Business,COD,2,Left with guard,0
SHP002401,2024-07-28,WH-DEL,Ludhiana,BlueDart Lite,630.4,2.49,4,2022.99,2,18,1,0,4.2,0,Business,Card,1,,0
SHP003975,2024-05-11,WH-PUN,Gurugram,ValueShip,758.4,4.13,3,3011.55,3,21,1,0,0.0,1,Retail,Wallet,3,,0
SHP003592,2024-12-03,WH-BLR,Mohali,ValueShip,2137.0,1.91,3,3907.84,5,20,0,0,0.1,0,Retail,Card,5,,0
SHP008028,2024-05-01,WH-CHD,Gurugram,SwiftEx,2296.5,1.06,5,3651.14,3,14,0,0,0.3,0,Business,Netbanking,3,,0
SHP002796,2024-03-04,WH-CHD,Gurugram,SwiftEx,2203.8,4.98,1,1270.1,3,9,0,1,0.0,0,Business,Card,2,Delivered on time,0
SHP004733,2024-04-15,WH-PUN,Lucknow,IndiaPost Express,1655.0,4.06,2,2246.62,4,10,0,0,0.0,1,Business,Card,2,,0
SHP006404,2024-12-14,WH-CHD,Guwahati,BlueDart Lite,2543.3,3.28,3,3689.95,4,17,1,0,0.0,1,Wholesale,Card,2,,0
SHP003408,2024-07-21,WH-DEL,patna,BlueDart Lite,1372.6,2.12,7,,2,14,1,0,15.1,0,Wholesale,COD,3,Address updated,1
SHP000561,2024-06-06,WH-DEL,Bengaluru,ValueShip,2124.8,2.07,4,2105.38,3,12,0,0,0.0,0,Retail,COD,3,,0
SHP007545,2024-06-03,WH-CHD,Chandigarh,IndiaPost Express,58.5,3.0,3,2581.25,5,13,0,0,6.4,0,Wholesale,Card,4,,0
SHP000520,2024-12-08,WH-DEL,Gurugram,IndiaPost Express,239.3,1.75,3,3635.42,4,12,1,0,8.8,0,Retail,Netbanking,4,,0
SHP003489,2024-01-05,WH-PUN,LUDHIANA,SwiftEx,1788.9,2.42,1,990.42,2,11,0,0,1.9,2,Retail,COD,2,Delivered on time,0
SHP006565,2024-11-12,WH-CHD,Mohali,IndiaPost Express,609.7,1.38,3,1135.16,3,15,0,1,1.4,0,Retail,Card,3,,0
SHP003670,2024-07-25,WH-DEL,Patna,SwiftEx,481.5,2.64,4,5568.28,4,17,0,0,0.0,0,Retail,Card,4,,0
SHP008597,2024-02-16,WH-PUN,Jaipur,ValueShip,1295.0,1.2,5,6426.36,4,8,0,0,0.0,2,Retail,COD,4,Delivered on time,0
SHP005714,2024-07-25,WH-BLR,Lucknow,CityRunner,775.1,3.01,1,282.25,4,9,0,0,4.8,0,Retail,UPI,2,,0
SHP001162,2024-08-10,WH-BLR,Bengaluru,BlueDart Lite,52.0,2.31,5,1333.09,3,15,1,0,0.0,0,Business,Wallet,1,,0
SHP000736,2024-09-18,WH-CHD,Ludhiana,BlueDart Lite,1363.7,4.03,4,2184.3,4,19,0,0,10.0,0,Retail,Wallet,3,Delivered on time,0
SHP007144,2024-01-02,WH-CHD,Guwahati,IndiaPost Express,1225.2,1.77,5,3674.93,5,15,0,0,3.1,0,Retail,UPI,4,,0
SHP008291,2024-07-02,WH-PUN,Gurugram,SwiftEx,201.2,4.59,1,381.74,2,21,0,0,3.7,1,Business,Card,2,,0
SHP006732,2024-07-15,WH-PUN,Bengaluru,SwiftEx,343.1,,4,3950.49,4,9,0,0,10.7,0,Retail,COD,4,,0
SHP001038,2024-03-07,WH-PUN,Lucknow,IndiaPost Express,1945.0,2.3,3,1933.93,3,17,0,0,0.0,1,Retail,COD,6,Reattempt scheduled,1
SHP008477,2024-09-04,WH-CHD,Guwahati,ValueShip,2297.1,0.48,5,5919.04,3,17,0,0,10.3,0,Wholesale,UPI,7,Reattempt scheduled,1
SHP007002,2024-06-25,WH-PUN,LUDHIANA,BlueDart Lite,420.8,1.36,5,1829.85,4,21,0,0,0.3,0,Retail,Card,4,,0
SHP008411,2024-06-11,WH-BLR,Gurugram,BlueDart Lite,203.0,0.71,1,647.09,3,19,0,0,,1,Wholesale,COD,2,,0
SHP007940,2024-01-26,WH-BLR,Gurugram,CityRunner,2054.6,4.94,5,4015.67,3,17,0,0,3.8,,Retail,Wallet,1,,0
SHP005035,2024-08-10,WH-BLR,Bengaluru,ValueShip,-67.0,3.56,4,2138.41,2,16,1,0,10.1,1,Retail,UPI,2,Delivered on time,0
SHP005308,2024-12-21,WH-BLR,Pune,CityRunner,674.1,2.47,5,2388.63,5,8,1,0,0.2,2,Retail,Card,4,,0
SHP006464,2024-01-31,WH-CHD,INDORE,SwiftEx,1540.9,2.62,4,1635.99,3,16,0,0,0.3,1,Business,COD,3,Left with guard,0
SHP003222,2024-09-12,WH-DEL,Ludhiana,CityRunner,356.0,4.04,4,4230.4,3,16,0,0,2.3,0,Retail,COD,1,Left with guard,0
SHP008964,2024-01-23,WH-DEL,Bengaluru,IndiaPost Express,1103.0,3.69,2,2520.2,4,12,0,0,1.3,0,Wholesale,Netbanking,7,,1
SHP008281,2024-10-15,WH-CHD,Jaipur,ValueShip,2025.9,3.93,1,860.12,4,14,0,0,2.0,0,Retail,Wallet,3,Delivered on time,0
SHP007392,2024-11-30,WH-CHD,Lucknow,SwiftEx,1004.8,2.06,2,2488.16,2,11,1,1,,0,Retail,Wallet,1,,0
SHP005416,2024-01-08,WH-CHD,Delhi,CityRunner,1055.3,3.71,3,2051.64,4,20,0,0,7.4,1,Wholesale,Wallet,3,,0
SHP008585,2024-07-15,WH-PUN,Gurugram,SwiftEx,711.4,4.84,5,2789.12,4,12,0,0,0.0,0,Wholesale,UPI,4,,0
SHP004036,2024-09-07,WH-DEL,Jaipur,SwiftEx,2289.3,2.26,2,2394.41,4,16,1,0,1.3,1,Business,COD,4,,0
SHP000182,2024-04-12,WH-BLR,Bengaluru,ValueShip,65.3,2.35,2,2630.32,4,19,0,0,0.0,0,Business,UPI,3,,0
SHP008533,2024-12-05,WH-PUN,Chandigarh,BlueDart Lite,1896.6,3.67,2,1805.63,2,10,0,0,1.9,0,Business,COD,2,,0
SHP000316,2024-07-11,WH-BLR,Lucknow,SwiftEx,-2052.6,2.46,5,1639.27,3,21,0,0,5.3,1,Retail,COD,7,Address updated,1
SHP006337,2024-07-30,WH-BLR,Mohali,ValueShip,1845.8,1.03,1,388.29,3,21,0,0,5.4,0,Retail,Card,2,,0
SHP003004,2024-01-30,WH-CHD,Delhi,CityRunner,474.4,1.29,3,2037.44,2,21,0,0,6.9,0,Wholesale,Netbanking,2,Delivered on time,0
SHP006120,2024-11-17,WH-DEL,Gurugram,BlueDart Lite,885.7,1.91,4,2832.51,3,21,1,0,0.9,1,Wholesale,Netbanking,2,,0
SHP008331,2024-11-09,WH-PUN,Bengaluru,SwiftEx,665.1,0.48,4,4367.61,3,18,1,0,3.6,1,Wholesale,Card,3,Left with guard,0
SHP006992,2024-06-24,WH-DEL,Ludhiana,IndiaPost Express,1001.4,1.92,3,2053.64,5,19,0,0,0.0,0,Retail,Netbanking,6,,1
SHP007243,2024-04-11,WH-BLR,Mohali,IndiaPost Express,1794.7,2.6,2,812.75,2,18,0,0,4.7,1,Wholesale,UPI,3,Address updated,1
SHP000282,2024-08-28,WH-BLR,Mohali,IndiaPost Express,1634.8,1.14,1,438.94,4,18,0,0,9.5,1,Wholesale,Netbanking,3,,0
SHP002613,2024-09-21,WH-BLR,Jaipur,IndiaPost Express,1649.5,0.31,2,747.81,4,14,1,0,4.0,0,Retail,Card,2,,0
SHP004641,2024-11-02,WH-DEL,Chandigarh,SwiftEx,702.3,3.61,4,5167.02,3,8,1,1,10.6,0,Business,Card,1,,0
SHP007711,2024-09-11,WH-PUN,LUDHIANA,BlueDart Lite,3008.1,5.16,2,1369.5,4,13,0,0,5.2,0,Retail,Netbanking,4,Delivered on time,0
SHP005051,2024-02-14,WH-PUN,ludhiana,BlueDart Lite,1916.0,1.63,3,1236.96,4,13,0,0,0.0,0,Retail,Wallet,3,Delivered on time,0
SHP007508,2024-08-29,WH-BLR,Chandigarh,IndiaPost Express,786.2,3.98,4,1846.19,3,16,0,0,3.0,1,Retail,Wallet,3,,0
SHP007538,2024-02-19,WH-PUN,BENGALURU,ValueShip,659.9,3.2,4,801.47,5,14,0,0,7.7,,Retail,COD,5,,0
SHP002227,2024-12-04,WH-DEL,Lucknow,ValueShip,350.3,5.93,3,950.76,2,17,0,0,,0,Business,COD,1,Left with guard,0
SHP003876,2024-03-20,WH-BLR,PUNE,IndiaPost Express,1852.0,4.1,7,7067.41,2,8,0,0,1.4,0,Business,Card,3,,1
SHP004152,2024-11-16,WH-PUN,Indore,BlueDart Lite,1970.2,2.23,2,1516.39,3,13,1,0,0.1,0,Retail,Card,1,,0
SHP006032,2024-04-18,WH-BLR,Gurugram,ValueShip,1258.9,1.43,4,3524.61,3,13,0,0,0.0,1,Business,Wallet,4,,1
SHP001107,2024-06-22,WH-DEL,Delhi,CityRunner,63.1,5.27,3,1465.53,4,14,1,0,11.0,0,Retail,Wallet,4,,0
SHP004284,2024-03-20,WH-CHD,Lucknow,BlueDart Lite,672.2,1.53,4,2030.09,2,13,0,0,0.0,0,Business,UPI,1,,0
SHP001177,2024-01-09,WH-CHD,Gurugram,SwiftEx,321.5,3.02,3,1168.18,4,20,0,0,0.0,0,Business,Netbanking,2,Delivered on time,0
SHP003305,2024-05-10,WH-PUN,Guwahati,BlueDart Lite,705.5,2.36,3,619.2,4,11,0,0,0.8,1,Business,UPI,4,,0
SHP001524,2024-03-25,WH-CHD,DELHI,IndiaPost Express,1809.4,3.25,1,584.13,4,10,0,0,2.3,0,Retail,COD,4,Left with guard,0
SHP001580,2024-03-07,WH-DEL,Pune,ValueShip,1345.7,1.97,4,3147.95,4,8,0,0,0.0,0,Wholesale,Wallet,4,Left with guard,0
SHP005392,2024-07-01,WH-BLR,bengaluru,CityRunner,54.0,6.16,2,2246.36,3,19,0,0,0.3,1,Retail,COD,3,,0
SHP000003,2024-07-04,WH-CHD,Indore,ValueShip,1491.0,1.62,2,1126.52,5,20,0,0,0.0,1,Retail,Wallet,4,Left with guard,0
SHP005718,2024-10-13,WH-DEL,Patna,IndiaPost Express,2627.8,,5,3203.52,5,16,1,1,0.0,2,Wholesale,Netbanking,8,Customer unavailable,1
SHP002693,2024-05-02,WH-DEL,mohali,BlueDart Lite,1825.3,4.18,3,1323.13,3,9,0,0,0.0,1,Wholesale,Wallet,5,Address updated,1
SHP005015,2024-05-30,WH-DEL,Mohali,SwiftEx,240.3,3.98,3,3053.22,2,16,0,0,0.0,1,Retail,Card,1,Delivered on time,0
SHP004947,2024-12-11,WH-DEL,Pune,ValueShip,1251.0,2.03,3,3601.79,4,13,0,0,0.0,1,Wholesale,Netbanking,3,Delivered on time,0
SHP005792,2024-02-04,WH-DEL,LUDHIANA,BlueDart Lite,1916.2,4.75,2,1478.45,2,9,1,0,0.0,0,Wholesale,Netbanking,1,,0
SHP005737,2024-05-29,WH-CHD,Chandigarh,SwiftEx,62.7,1.48,7,1391.73,3,12,0,0,0.0,0,Retail,Netbanking,2,Left with guard,0
SHP004485,2024-05-01,WH-BLR,Bengaluru,ValueShip,57.6,1.49,3,4010.89,5,11,0,0,0.0,0,Wholesale,COD,3,,0
SHP007615,2024-09-24,WH-DEL,Mohali,ValueShip,1348.1,999.0,2,1064.04,5,8,0,0,0.0,0,Retail,UPI,5,Left with guard,0
SHP000431,2024-09-21,WH-PUN,Gurugram,SwiftEx,1799.8,4.05,2,611.89,3,8,1,0,0.0,0,Business,Netbanking,2,Delivered on time,0
SHP003739,2024-01-01,WH-DEL,Lucknow,BlueDart Lite,548.5,4.48,4,1735.01,2,15,0,0,0.0,0,Business,Netbanking,1,,0
SHP005401,2024-04-29,WH-DEL,Pune,CityRunner,192.7,3.57,3,3356.41,3,8,0,0,0.3,1,Wholesale,Card,3,,0
SHP003907,2024-02-27,WH-CHD,Delhi,IndiaPost Express,2479.8,3.16,6,5746.78,4,14,0,0,5.4,0,Business,Card,6,,1
SHP008657,2024-04-03,WH-DEL,Jaipur,CityRunner,2018.8,2.08,4,2891.04,3,18,0,0,0.0,1,Business,COD,5,Reattempt scheduled,1
SHP001522,2024-06-19,WH-BLR,Pune,IndiaPost Express,1098.1,1.86,1,593.98,2,13,0,0,0.0,0,Wholesale,Netbanking,2,,0
SHP000109,2024-05-05,WH-DEL,Guwahati,IndiaPost Express,994.4,2.5,7,1869.26,4,21,1,0,,2,Business,Wallet,4,,0
SHP007114,2024-11-06,WH-DEL,Pune,ValueShip,1785.2,2.43,2,1559.57,3,18,0,0,0.1,1,Wholesale,Netbanking,2,Left with guard,0
SHP008864,2024-12-01,WH-BLR,Indore,ValueShip,1551.3,1.96,4,5192.76,4,13,1,0,11.2,0,Retail,COD,5,,1
SHP005033,2024-02-05,WH-BLR,Chandigarh,IndiaPost Express,1294.8,1.17,1,902.5,4,13,0,0,0.0,2,Business,Wallet,3,Left with guard,0
SHP003942,2024-05-09,WH-DEL,Chandigarh,BlueDart Lite,335.0,2.43,4,808.72,4,16,0,0,0.0,0,Retail,COD,3,,0
SHP000150,2024-05-10,WH-DEL,Lucknow,CityRunner,414.5,4.07,5,2982.51,2,13,0,0,0.0,0,Business,Netbanking,4,,1
SHP005607,2024-07-18,WH-BLR,Jaipur,BlueDart Lite,253.4,0.59,8,5357.87,2,19,0,0,0.0,2,Business,COD,1,,0
SHP000399,2024-10-28,WH-DEL, Guwahati,CityRunner,192.4,0.23,3,1504.3,3,15,0,1,2.5,0,Wholesale,Card,4,Address updated,1
SHP004862,2024-11-18,WH-PUN,Guwahati,IndiaPost Express,1784.8,0.25,4,3837.99,2,9,0,0,0.0,0,Retail,UPI,3,Customer unavailable,1
SHP003189,2024-05-05,WH-CHD,Patna,ValueShip,213.2,3.62,5,2982.32,3,17,1,0,,1,Wholesale,UPI,1,,0
SHP001707,2024-06-11,WH-PUN,Patna,SwiftEx,773.4,0.33,4,1312.84,3,16,0,0,2.4,1,Retail,Netbanking,3,,0
SHP007539,2024-03-14,WH-PUN,Lucknow,ValueShip,554.1,2.44,5,1620.02,4,19,0,0,0.0,1,Wholesale,COD,4,,0
SHP005739,2024-04-15,WH-PUN, Lucknow,BlueDart Lite,1310.1,0.52,5,6989.89,2,16,0,1,2.4,1,Business,Netbanking,6,Reattempt scheduled,1
SHP006409,2024-07-08,WH-DEL, Mohali,BlueDart Lite,556.6,2.82,5,4862.04,3,10,0,0,4.4,1,Business,Card,3,Left with guard,0
SHP001126,2024-11-13,WH-CHD,Bengaluru,ValueShip,2531.0,1.88,7,3503.1,5,12,0,0,2.5,1,Wholesale,Netbanking,5,Delivered on time,0
SHP006041,2024-04-20,WH-PUN,Chandigarh,CityRunner,1724.3,1.22,1,702.9,3,18,1,0,14.3,0,Retail,Card,4,,1
SHP008489,2024-08-31,WH-PUN,Delhi,ValueShip,1128.2,6.31,1,906.38,3,12,1,0,8.1,0,Wholesale,UPI,2,Delivered on time,0
SHP003160,2024-03-07,WH-DEL,Patna,SwiftEx,339.7,3.66,1,888.6,3,11,0,0,0.0,0,Wholesale,UPI,3,,0
SHP003010,2024-01-11,WH-CHD,Delhi,IndiaPost Express,770.5,3.3,5,3818.95,4,10,0,0,0.0,1,Retail,Wallet,4,Delivered on time,0
SHP004339,2024-04-23,WH-DEL,DELHI,IndiaPost Express,54.7,5.93,5,5477.22,5,17,0,0,0.0,1,Business,Wallet,5,Left with guard,0
SHP008936,2024-09-10,WH-DEL,Patna,SwiftEx,788.4,4.63,2,,4,10,0,0,3.2,1,Wholesale,Wallet,4,Left with guard,0
SHP003738,2024-11-25,WH-BLR,Ludhiana,SwiftEx,1105.6,2.58,1,1097.16,2,13,0,1,,1,Business,Netbanking,2,,0
SHP002384,2024-03-29,WH-CHD,Lucknow,CityRunner,199.6,1.23,4,4136.89,4,21,0,0,0.0,1,Wholesale,Card,4,,0
SHP002666,2024-02-11,WH-CHD,Guwahati,IndiaPost Express,1055.8,5.77,1,271.03,5,21,1,0,2.1,0,Business,UPI,7,,1
SHP007950,2024-11-12,WH-BLR,MOHALI,BlueDart Lite,1263.8,1.07,2,972.06,4,16,0,1,0.0,0,Wholesale,UPI,3,,0
SHP006024,2024-10-15,WH-BLR,Mohali,SwiftEx,1142.1,0.84,3,2128.11,4,16,0,0,0.0,0,Business,Card,3,,0
SHP006383,2024-06-03,WH-DEL, Guwahati,SwiftEx,1511.2,3.85,1,701.93,2,13,0,0,0.0,0,Business,Wallet,1,,0
SHP004448,2024-02-16,WH-CHD,Guwahati,SwiftEx,2265.7,4.46,3,1329.08,2,16,0,0,3.2,3,Retail,UPI,3,,1
SHP004302,2024-11-07,WH-BLR,Patna,SwiftEx,1819.9,4.05,5,4787.55,3,20,0,0,0.0,0,Wholesale,Wallet,3,,0
SHP000608,2024-09-23,WH-PUN,Guwahati,IndiaPost Express,2729.5,3.03,6,3901.8,5,11,0,0,0.2,1,Retail,COD,4,,0
SHP005553,2024-07-15,WH-BLR,Mohali,CityRunner,1533.5,5.02,1,1085.37,2,14,0,0,5.9,1,Business,UPI,3,Address updated,1
SHP006376,2024-07-06,WH-CHD,Bengaluru,BlueDart Lite,1873.1,2.99,3,1981.53,5,16,1,0,8.4,0,Retail,COD,5,,0
SHP006637,2024-04-09,WH-PUN,Bengaluru,CityRunner,1820.8,,3,1466.4,3,19,0,0,0.0,2,Retail,Wallet,1,,0
SHP002741,2024-04-19,WH-DEL,Indore,BlueDart Lite,333.2,2.69,3,2115.94,5,13,0,0,0.0,1,Retail,COD,5,,0
SHP005965,2024-04-10,WH-BLR,Indore,ValueShip,658.3,5.36,3,672.1,4,18,0,0,0.0,0,Business,COD,3,,0
SHP002516,2024-11-01,WH-BLR,Jaipur,CityRunner,692.1,0.59,2,794.61,3,13,0,1,0.0,0,Retail,Wallet,3,Left with guard,0
SHP003466,2024-10-01,WH-CHD,Patna,SwiftEx,1224.3,2.47,3,718.8,3,14,0,1,10.0,1,Wholesale,Card,6,Reattempt scheduled,1
SHP002939,2024-04-04,WH-DEL,Chandigarh,CityRunner,1604.9,4.88,3,1000.58,4,18,0,0,0.8,1,Wholesale,UPI,4,,0
SHP004290,2024-11-12,WH-PUN,Guwahati,IndiaPost Express,1022.8,1.79,1,862.16,3,18,0,1,0.0,1,Wholesale,COD,6,Customer unavailable,1
SHP005702,2024-08-29,WH-PUN,Gurugram,IndiaPost Express,368.3,2.11,4,1651.06,4,10,0,0,0.0,1,Business,Netbanking,4,,0
SHP002753,2024-11-13,WH-BLR,Lucknow,ValueShip,2260.7,3.66,4,3982.65,2,18,0,1,0.0,0,Wholesale,UPI,4,Reattempt scheduled,1
SHP000178,2024-02-25,WH-CHD,Bengaluru,IndiaPost Express,889.8,1.43,5,4822.26,2,15,1,0,9.2,0,Business,Netbanking,2,Left with guard,0
SHP005023,2024-11-07,WH-BLR,Guwahati,IndiaPost Express,2177.1,3.81,3,2542.05,5,10,0,0,6.2,0,Retail,Wallet,8,Address updated,1
SHP006842,2024-03-29,WH-CHD,Pune,SwiftEx,2519.8,3.13,2,1636.79,4,16,0,0,0.0,1,Retail,Wallet,3,Left with guard,0
SHP003978,2024-03-31,WH-DEL,Patna,BlueDart Lite,1701.6,1.42,3,1894.66,2,8,1,0,0.0,1,Wholesale,Wallet,2,Delivered on time,0
SHP006691,2024-04-08,WH-BLR,Chandigarh,IndiaPost Express,850.5,6.09,2,827.05,4,20,0,0,0.0,1,Retail,COD,3,Left with guard,0
SHP004222,2024-04-13,WH-CHD,Jaipur,SwiftEx,236.1,0.41,5,6892.66,3,21,1,0,0.0,0,Business,Card,2,Left with guard,0
SHP005169,2024-03-05,WH-PUN,gurugram,BlueDart Lite,544.7,3.08,5,3781.4,3,12,0,0,8.1,0,Business,Wallet,3,,0
SHP001748,2024-05-29,WH-CHD,Indore,ValueShip,1031.1,1.01,2,1495.58,5,20,0,0,3.2,2,Retail,Netbanking,7,Address updated,1
SHP008655,2024-09-22,WH-CHD,Jaipur,CityRunner,1894.7,3.42,1,648.22,2,19,1,0,9.6,2,Retail,Card,3,Address updated,1
SHP001358,2024-06-16,WH-CHD,Jaipur,BlueDart Lite,1968.5,0.38,1,955.33,5,18,1,0,5.8,2,Wholesale,Netbanking,3,,0
SHP004750,2024-02-04,WH-DEL,Chandigarh,SwiftEx,267.4,0.65,4,2778.38,3,14,1,0,0.0,0,Retail,Card,2,,0
SHP007788,2024-03-29,WH-PUN,Pune,BlueDart Lite,55.5,0.8,3,1537.75,3,13,0,1,1.9,1,Retail,Netbanking,3,Delivered on time,0
SHP005277,2024-08-07,WH-CHD,Lucknow,CityRunner,2171.4,3.92,4,4142.67,4,20,0,0,2.0,0,Retail,UPI,7,Address updated,1
SHP007535,2024-10-30,WH-PUN,Jaipur,ValueShip,1268.7,0.92,4,5007.56,4,9,0,1,0.0,1,Wholesale,Netbanking,3,Left with guard,0
SHP005493,2024-05-01,WH-DEL,Bengaluru,IndiaPost Express,1083.7,2.96,5,3848.52,2,17,0,0,0.0,1,Wholesale,COD,3,,1
SHP004995,2024-08-29,WH-BLR,Gurugram,ValueShip,1376.6,2.2,6,3703.42,4,10,0,0,10.1,0,Wholesale,Wallet,3,Delivered on time,0
SHP005845,2024-03-14,WH-CHD,GURUGRAM,CityRunner,808.9,2.87,3,573.97,3,8,0,0,0.0,0,Business,COD,2,,0
SHP005302,2024-04-25,WH-BLR,Bengaluru,SwiftEx,54.4,2.23,5,6041.76,3,19,0,0,0.0,1,Wholesale,UPI,3,,0
SHP001576,2024-10-07,WH-DEL,Chandigarh,BlueDart Lite,626.1,0.22,3,2992.81,5,13,0,1,4.0,0,Wholesale,Card,5,,0
SHP000227,2024-11-27,WH-PUN,Ludhiana,BlueDart Lite,758.2,3.47,5,6474.07,2,12,0,1,,0,Wholesale,COD,2,,0
SHP002323,2024-06-18,WH-CHD,Lucknow,BlueDart Lite,1686.3,1.11,5,1935.47,3,10,0,0,1.7,1,Wholesale,UPI,3,,0
SHP006210,2024-03-01,WH-CHD, Ludhiana,SwiftEx,1899.7,4.36,4,3034.45,2,18,0,0,1.4,0,Wholesale,Netbanking,1,Left with guard,0
SHP002158,2024-09-17,WH-PUN,Indore,SwiftEx,907.9,1.29,2,1208.19,5,16,0,0,1.1,0,Business,Netbanking,4,,0
SHP003242,2024-05-07,WH-DEL,CHANDIGARH,ValueShip,2030.4,4.17,2,2170.54,3,11,0,0,0.0,0,Wholesale,Wallet,3,Left with guard,0
SHP007293,2024-10-01,WH-DEL,Chandigarh,BlueDart Lite,2051.0,1.86,4,3179.67,5,17,0,1,3.8,1,Wholesale,Card,4,,0
SHP001234,2024-07-02,WH-CHD,mohali,SwiftEx,305.9,3.41,5,3131.68,4,15,0,0,1.6,0,Business,Card,4,,0
SHP006714,2024-10-16,WH-DEL,Patna,ValueShip,2041.8,1.64,4,1468.32,4,15,0,0,0.0,0,Business,UPI,7,,1
SHP004441,2024-07-04,WH-BLR,Gurugram,SwiftEx,486.9,2.24,5,1752.34,5,12,0,0,0.0,1,Wholesale,Card,4,Delivered on time,0
SHP004768,2024-01-21,WH-CHD,Pune,CityRunner,1171.0,1.86,1,295.61,4,16,1,0,4.0,1,Wholesale,Wallet,2,Left with guard,0
SHP002623,2024-04-26,WH-BLR,Indore,SwiftEx,1276.5,2.6,3,3759.8,2,20,0,0,4.1,0,Business,Wallet,2,,0
SHP002578,2024-04-09,WH-CHD,Pune,ValueShip,591.4,2.07,1,480.98,3,10,0,0,0.0,0,Wholesale,Card,3,,0
SHP002900,2024-12-11,WH-CHD,Delhi,SwiftEx,2334.6,0.42,3,3483.84,4,16,0,0,0.0,0,Retail,Card,4,,0
SHP001189,2024-07-31,WH-PUN,Gurugram,BlueDart Lite,1943.0,2.11,4,3331.8,3,20,0,0,0.2,2,Retail,COD,1,,0
SHP006745,2024-05-01,WH-CHD,Chandigarh,IndiaPost Express,56.8,5.65,1,705.39,3,8,0,0,7.6,0,Wholesale,UPI,2,Delivered on time,0
SHP005030,2024-08-16,WH-CHD,Chandigarh,IndiaPost Express,56.5,2.02,4,3716.38,4,20,0,0,1.3,0,Retail,Netbanking,3,,0
SHP002053,2024-03-01,WH-PUN,Chandigarh,ValueShip,993.9,,2,985.0,2,13,0,0,,0,Retail,COD,2,,0
SHP003432,2024-10-08,WH-DEL,Gurugram,ValueShip,784.0,3.78,2,686.73,3,15,0,0,3.7,1,Wholesale,COD,2,Delivered on time,0
SHP007032,2024-11-13,WH-DEL,Delhi,BlueDart Lite,60.5,2.2,1,1038.82,4,20,0,1,0.0,0,Retail,UPI,4,Delivered on time,0
SHP004523,2024-05-17,WH-BLR,Jaipur,CityRunner,2042.3,4.31,1,1379.7,3,8,0,0,13.3,2,Wholesale,Wallet,7,Address updated,1
SHP007629,2024-09-17,WH-BLR,Lucknow,CityRunner,906.8,3.56,4,4661.82,3,10,0,0,0.0,1,Retail,Wallet,3,,0
SHP000569,2024-08-08,WH-BLR,BENGALURU,ValueShip,61.9,3.86,2,429.32,2,14,0,0,5.8,1,Business,Netbanking,2,,0
SHP003131,2024-10-02,WH-CHD,JAIPUR,BlueDart Lite,1989.6,2.15,4,3156.85,2,18,0,1,0.0,0,Business,Netbanking,1,Left with guard,0
SHP007029,2024-09-05,WH-BLR,Chandigarh,SwiftEx,969.1,5.04,3,3216.93,5,12,0,0,0.0,,Business,Netbanking,5,,0
